event_id,time_utc,origin_time_utc,event_lat,event_lon,event_depth_km,source_x_km,source_y_km,source_z_km,magnitude,magnitude_type,phases,rms_s,gap_deg,error_lat_km,error_lon_km,error_depth_km,region,status,source_depth_class,n_picks,n_stations,stations,selection_source,rms_source,quakeml_url,phases_url,map_url
SGC2019nhquk,2019-07-09T03:25:30.089999Z,2019-07-09T03:25:30.089999Z,7.701666667,-73.23783333,9.78,-26.278261141068626,78.10953337043995,9.78,,,9,0.23264183248552317,,,,,"Cáchira - Norte de Santander, Colombia",xml_rms_proxy,xml_v2,9,9,BAR2 BRJC EZNC PAM PDSC PTB VMM07 VMM09 VMM10,xml_arrival_residual_proxy,xml_arrival_residual_rms_s,,,
SGC2019ioilw,2019-05-02T15:50:12.189999Z,2019-05-02T15:50:12.189999Z,6.880166667,-73.48016667,1.16,-53.05372945624295,-13.339846629559986,1.16,,,9,0.29940682097180826,,,,,"San Vicente de Chucurí - Santander, Colombia",xml_rms_proxy,xml_v2,9,9,BAR2 BRJC PAM PDSC PTB VMM07 VMM09 VMM10 VMM11,xml_arrival_residual_proxy,xml_arrival_residual_rms_s,,,
SGC2019qdhsi,2019-08-18T10:41:38.539999Z,2019-08-18T10:41:38.539999Z,6.958,-73.9805,18.13,-108.33567796749878,-4.675439999999979,18.13,,,10,0.3447027705139603,,,,,"Yondó (Casabe) - Antioquia, Colombia",xml_rms_proxy,xml_v2,10,10,BAR2 BRJC EZNC PAM PDSC PTB VMM07 VMM09 VMM10 VMM11,xml_arrival_residual_proxy,xml_arrival_residual_rms_s,,,
SGC2019wccpcd,2019-11-09T18:06:47.009999Z,2019-11-09T18:06:47.009999Z,7.0935,-73.93566667,19.88,-103.38203268336731,10.408419999999966,19.88,,,10,0.41523487329462105,,,,,"Yondó (Casabe) - Antioquia, Colombia",xml_rms_proxy,xml_v2,10,10,BAR2 BRJC EZNC PAM PDSC PTB VMM07 VMM09 VMM10 VMM11,xml_arrival_residual_proxy,xml_arrival_residual_rms_s,,,
SGC2019tgdbei,2019-09-30T10:49:36.859999Z,2019-09-30T10:49:36.859999Z,6.451666667,-73.70533333,28.0,-77.9324472194016,-61.04046662956004,28.0,,,10,0.44359891794277406,,,,,"Vélez - Santander, Colombia",xml_rms_proxy,xml_v2,10,10,BAR2 BRJC EZNC PAM PDSC PTB VMM07 VMM09 VMM10 VMM11,xml_arrival_residual_proxy,xml_arrival_residual_rms_s,,,
SGC2019wbptlu,2019-11-09T11:39:36.840000Z,2019-11-09T11:39:36.840000Z,6.683,-73.48166667,28.54,-53.21946481264323,-35.288440000000016,28.54,,,10,0.5079763774035166,,,,,"El Carmen - Santander, Colombia",xml_rms_proxy,xml_v2,10,10,BAR2 BRJC EZNC PAM PDSC PTB VMM07 VMM09 VMM10 VMM11,xml_arrival_residual_proxy,xml_arrival_residual_rms_s,,,
SGC2019mwyzm,2019-07-03T07:05:57.920000Z,2019-07-03T07:05:57.920000Z,6.688666667,-73.38316667,33.84,-42.33617640897295,-34.657626629560035,33.84,,,9,0.6167207183518683,,,,,"Galán - Santander, Colombia",xml_rms_proxy,xml_v2,9,9,BAR2 BRJC EZNC PAM PDSC PTB VMM07 VMM09 VMM10,xml_arrival_residual_proxy,xml_arrival_residual_rms_s,,,
SGC2022luluqb,2022-06-16 22:45:18,2022-06-16T22:45:18.559999Z,7.2135,-73.80216667,31.58,-88.63158596367249,23.766819999999974,31.58,1.8,MLr_vmm,37,0.5,55.0,0.99,0.99,1.2,"Barrancabermeja - Santander, Colombia",manual,depth20_120,8,8,BAR2 BRJC PAM PDSC PTB PTB1 VMM07 VMM10,final_sgc_catalog,catalog_rms_s,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2022luluqb&file=SGC2022luluqb.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2022luluqb&date=2022-11-30_01:02:09&anio=2022,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=7.2135&lon=-73.80216667&fc=2022-06-16_22:45:18&pf=31.58&mg=1.8&dm=Barrancabermeja_-_Santander,_Colombia"
SGC2018uupq,2018-10-23T21:19:58.729999Z,2018-10-23T21:19:58.729999Z,7.464166667,-73.72583333,49.84,-80.19749709021602,51.67103337043997,49.84,,,8,0.42756578441217674,,,,,"Sabana de Torres - Santander, Colombia",xml_rms_proxy,xml_v2,8,8,BAR2 BRJC PAM PDSC PTB VMM07 VMM09 VMM11,xml_arrival_residual_proxy,xml_arrival_residual_rms_s,,,
SGC2019uqtpny,2019-10-20T09:50:09.990000Z,2019-10-20T09:50:09.990000Z,6.35,-73.7185,46.77,-79.38723571611219,-72.35800000000003,46.77,,,8,0.6763320190557297,,,,,"Vélez - Santander, Colombia",xml_rms_proxy,xml_v2,8,8,BAR2 PAM PDSC PTB VMM07 VMM09 VMM10 VMM11,xml_arrival_residual_proxy,xml_arrival_residual_rms_s,,,
SGC2022pdaiuz,2022-08-03 02:29:16,2022-08-03T02:29:16.420000Z,6.696333333,-73.6905,55.52,-76.29350906329161,-33.80417337043998,55.52,2.7,MLr_vmm,18,0.1,126.0,1.131,1.131,5.5,"El Carmen - Santander, Colombia",manual,depth20_120,8,8,BAR2 BRJC CPAMP PAM PDSC PTB VMM07 VMM10,final_sgc_catalog,catalog_rms_s,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2022pdaiuz&file=SGC2022pdaiuz.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2022pdaiuz&date=2023-01-05_16:58:51&anio=2022,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=6.696333333&lon=-73.6905&fc=2022-08-03_02:29:16&pf=55.52&mg=2.7&dm=El_Carmen_-_Santander,_Colombia"
SGC2022kyajix,2022-06-04 17:21:56,2022-06-04T17:21:56.130000Z,7.103333333,-74.41883333,55.19,-156.76723174750916,11.503066629560015,55.19,1.8,MLr_vmm,51,0.8,68.0,1.061,1.061,3.4,"Remedios - Antioquia, Colombia",manual,depth20_120,5,5,BAR2 BRJC PAM VMM09 VMM11,final_sgc_catalog,catalog_rms_s,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2022kyajix&file=SGC2022kyajix.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2022kyajix&date=2022-10-14_00:40:00&anio=2022,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=7.103333333&lon=-74.41883333&fc=2022-06-04_17:21:56&pf=55.19&mg=1.8&dm=Remedios_-_Antioquia,_Colombia"
SGC2022oormtr,2022-07-26 06:59:26,2022-07-26T06:59:26.079999Z,7.220666667,-74.353,68.14,-149.49329147376267,24.564613370439965,68.14,1.5,MLr_vmm,40,0.5,65.0,0.778,0.778,2.1,"San Pablo - Bolívar, Colombia",manual,depth20_120,8,8,BAR2 BRJC PAM PDSC PTB PTB1 VMM07 VMM10,final_sgc_catalog,catalog_rms_s,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2022oormtr&file=SGC2022oormtr.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2022oormtr&date=2022-12-09_01:21:09&anio=2022,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=7.220666667&lon=-74.353&fc=2022-07-26_06:59:26&pf=68.14&mg=1.5&dm=San_Pablo_-_Bol�var,_Colombia"
SGC2022metnph,2022-06-22 13:23:17,2022-06-22T13:23:17.640000Z,7.2665,-74.159,65.72,-128.05818537922582,29.666779999999967,65.72,1.8,MLr_vmm,43,0.5,60.0,0.849,0.849,1.7,"Cantagallo - Bolívar, Colombia",manual,depth20_120,7,7,BAR2 BRJC PAM PTB PTB1 VMM07 VMM10,final_sgc_catalog,catalog_rms_s,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2022metnph&file=SGC2022metnph.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2022metnph&date=2022-12-01_14:15:46&anio=2022,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=7.2665&lon=-74.159&fc=2022-06-22_13:23:17&pf=65.72&mg=1.8&dm=Cantagallo_-_Bol�var,_Colombia"
SGC2022omvgfe,2022-07-25 06:43:32,2022-07-25T06:43:32.380000Z,6.700666667,-74.2005,78.16,-132.64353023965526,-33.32178662955998,78.16,1.5,MLr_vmm,42,0.6,59.0,0.919,0.919,1.8,"Cimitarra - Santander, Colombia",manual,depth20_120,8,8,BAR2 BRJC PAM PDSC PTB PTB1 VMM07 VMM10,final_sgc_catalog,catalog_rms_s,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2022omvgfe&file=SGC2022omvgfe.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2022omvgfe&date=2022-12-09_00:49:37&anio=2022,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=6.700666667&lon=-74.2005&fc=2022-07-25_06:43:32&pf=78.16&mg=1.5&dm=Cimitarra_-_Santander,_Colombia"
SGC2022mdzfra,2022-06-22 03:10:44,2022-06-22T03:10:44.359999Z,7.629,-73.8705,77.95,-96.18175183142051,70.02027999999994,77.95,1.5,MLr_vmm,41,0.9,58.0,1.414,1.414,3.4,"San Pablo - Bolívar, Colombia",manual,depth20_120,8,8,BAR2 BRJC PAM PDSC PTB PTB1 VMM07 VMM10,final_sgc_catalog,catalog_rms_s,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2022mdzfra&file=SGC2022mdzfra.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2022mdzfra&date=2022-11-30_20:55:06&anio=2022,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=7.629&lon=-73.8705&fc=2022-06-22_03:10:44&pf=77.95&mg=1.5&dm=San_Pablo_-_Bol�var,_Colombia"
SGC2019pdbii,2019-08-04T02:00:21.390000Z,2019-08-04T02:00:21.390000Z,7.535166667,-73.784,87.38,-86.62434627895884,59.57475337044004,87.38,,,10,0.5722761571129799,,,,,"Puerto Wilches - Santander, Colombia",xml_rms_proxy,xml_v2,10,10,BAR2 BRJC EZNC PAM PDSC PTB VMM07 VMM09 VMM10 VMM11,xml_arrival_residual_proxy,xml_arrival_residual_rms_s,,,
SGC2022lnpqkc,2022-06-13 05:09:43,2022-06-13T05:09:43.920000Z,7.7155,-73.857,82.47,-94.69013362381008,79.64945999999995,82.47,2.0,MLr_vmm,62,0.9,58.0,1.202,1.202,2.3,"Simití - Bolívar, Colombia",manual,depth20_120,9,9,BAR2 BRJC PAM PDSC PTB PTB1 VMM07 VMM09 VMM11,final_sgc_catalog,catalog_rms_s,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2022lnpqkc&file=SGC2022lnpqkc.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2022lnpqkc&date=2022-11-29_04:03:42&anio=2022,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=7.7155&lon=-73.857&fc=2022-06-13_05:09:43&pf=82.47&mg=2.0&dm=Simit�_-_Bol�var,_Colombia"
SGC2019pxebo,2019-08-15T02:03:12.119999Z,2019-08-15T02:03:12.119999Z,7.095,-73.82633333,90.59,-91.3017659690872,10.575399999999972,90.59,,,10,0.36323546082396746,,,,,"Barrancabermeja - Santander, Colombia",xml_rms_proxy,xml_v2,10,10,BAR2 BRJC EZNC PAM PDSC PTB VMM07 VMM09 VMM10 VMM11,xml_arrival_residual_proxy,xml_arrival_residual_rms_s,,,
SGC2019vrkvej,2019-11-03T22:25:58.670000Z,2019-11-03T22:25:58.670000Z,6.474833333,-73.75466667,91.05,-83.38329967763873,-58.461553370439965,91.05,,,10,0.5195478803729258,,,,,"Landázuri - Santander, Colombia",xml_rms_proxy,xml_v2,10,10,BAR2 BRJC EZNC PAM PDSC PTB VMM07 VMM09 VMM10 VMM11,xml_arrival_residual_proxy,xml_arrival_residual_rms_s,,,
SGC2022ofpwob,2022-07-21 08:30:09,2022-07-21T08:30:09.380000Z,6.385,-73.64716667,109.69,-71.50559913556202,-68.46180000000003,109.69,3.6,MLr_vmm,99,0.6,39.0,0.778,0.778,1.6,"Santa Helena del Opón - Santander, Colombia",manual,depth20_120,9,9,BAR2 BRJC CPAMP PAM PDSC PTB PTB1 VMM07 VMM10,final_sgc_catalog,catalog_rms_s,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2022ofpwob&file=SGC2022ofpwob.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2022ofpwob&date=2022-12-06_16:28:59&anio=2022,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=6.385&lon=-73.64716667&fc=2022-07-21_08:30:09&pf=109.69&mg=3.6&dm=Santa_Helena_del_Op�n_-_Santander,_Colombia"
SGC2020dtzpwj,2020-02-23T09:06:59.090000Z,2020-02-23T09:06:59.090000Z,7.322333333,-73.48983333,109.67,-54.12180101644753,35.88214662956005,109.67,,,9,0.44453471305524733,,,,,"Sabana de Torres - Santander, Colombia",xml_rms_proxy,xml_v2,9,9,BAR2 BRJC EZNC PAM PDSC PTB VMM07 VMM09 VMM11,xml_arrival_residual_proxy,xml_arrival_residual_rms_s,,,
SGC2019wbnvco,2019-11-09T10:41:11.660000Z,2019-11-09T10:41:11.660000Z,6.568333333,-73.522,110.61,-57.67590402757226,-48.05313337044,110.61,,,10,0.5851153732384752,,,,,"El Carmen - Santander, Colombia",xml_rms_proxy,xml_v2,10,10,BAR2 BRJC EZNC PAM PDSC PTB VMM07 VMM09 VMM10 VMM11,xml_arrival_residual_proxy,xml_arrival_residual_rms_s,,,
SGC2022razkne,2022-08-30 07:44:38,2022-08-30T07:44:38.560000Z,7.291166667,-73.48216667,112.79,-53.27470993144385,32.41267337043997,112.79,2.0,MLr_vmm,57,0.4,50.0,0.778,0.778,1.4,"Sabana de Torres - Santander, Colombia",manual,depth20_120,9,9,BAR2 BRJC CPAMP PAM PTB PTB1 VMM07 VMM10 VMM11,final_sgc_catalog,catalog_rms_s,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2022razkne&file=SGC2022razkne.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2022razkne&date=2022-12-27_03:37:17&anio=2022,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=7.291166667&lon=-73.48216667&fc=2022-08-30_07:44:38&pf=112.79&mg=2.0&dm=Sabana_de_Torres_-_Santander,_Colombia"
SGC2020gerodj,2020-03-28T12:45:24.800000Z,2020-03-28T12:45:24.800000Z,6.591166667,-73.38966667,121.67,-43.05436295337788,-45.51132662955995,121.67,,,11,0.7207067238608099,,,,,"Hato - Santander, Colombia",xml_rms_proxy,xml_v2,11,9,BAR2 BRJC EZNC PAM PDSC PTB VMM07 VMM09 VMM11,xml_arrival_residual_proxy,xml_arrival_residual_rms_s,,,
SGC2020agjggo,2020-01-04T11:05:40.409999Z,2020-01-04T11:05:40.409999Z,7.432166667,-73.27516667,123.32,-30.403230748097183,48.10879337043997,123.32,,,9,0.4983305462575351,,,,,"Rionegro - Santander, Colombia",xml_rms_proxy,xml_v2,9,9,BAR2 BRJC EZNC PAM PDSC PTB VMM07 VMM09 VMM11,xml_arrival_residual_proxy,xml_arrival_residual_rms_s,,,
SGC2026alqild,2026-01-07 08:01:46,2026-01-07T08:01:46.179999Z,7.4355,-73.19133333,136.47,-21.140465092636116,48.47986000000002,136.47,3.2,MLr_vmm,90,0.6,58.0,0.849,0.849,1.2,"El Playón - Santander, Colombia",manual,depth120_170_bucaramanga_nest,8,8,BAR2 BRJC CPAM3 PAM PDSC PTB1 VMM07 VMM10,final_sgc_catalog,catalog_rms_s,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2026alqild&file=SGC2026alqild.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2026alqild&date=2026-01-08_13:37:03&anio=2026,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=7.4355&lon=-73.19133333&fc=2026-01-07_08:01:46&pf=136.47&mg=3.2&dm=El_Play�n_-_Santander,_Colombia"
SGC2018hxdw,2018-04-23T06:49:34.649999Z,2018-04-23T06:49:34.649999Z,7.437,-73.179,132.44,-19.777752530527664,48.646840000000026,132.44,,,8,0.49414066823122343,,,,,"El Playón - Santander, Colombia",xml_rms_proxy,xml_v2,8,8,BAR2 EZNC PAM PTB VMM07 VMM09 VMM10 VMM11,xml_arrival_residual_proxy,xml_arrival_residual_rms_s,,,
SGC2026cjxroc,2026-02-03 17:27:11,2026-02-03T17:27:11.980784Z,6.752508755,-73.1467329,141.1328125,-16.212552984841896,-27.550725393399997,141.1328125,3.5,MLr_3,74,0.9,65.0,2.318,2.6,3.86,"Los Santos - Santander, Colombia",manual,depth120_170_bucaramanga_nest,8,8,BAR2 BRJC CPAM3 PAM PDSC PTB1 VMM07 VMM10,final_sgc_catalog,catalog_rms_s,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2026cjxroc&file=SGC2026cjxroc.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2026cjxroc&date=2026-02-04_21:53:06&anio=2026,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=6.752508755&lon=-73.1467329&fc=2026-02-03_17:27:11&pf=141.1328125&mg=3.5&dm=Los_Santos_-_Santander,_Colombia"
SGC2023tnjthq,2023-10-04 09:42:57,2023-10-04T09:42:57.649999Z,6.8055,-73.1465,149.53,-16.186819808504655,-21.65173999999996,149.53,3.5,MLr_3,98,0.6,44.0,0.919,0.919,1.3,"Los Santos - Santander, Colombia",manual,depth120_170_bucaramanga_nest,7,7,BAR2 BRJC CPAM3 CPAMP PAM PDSC PTB1,final_sgc_catalog,catalog_rms_s,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2023tnjthq&file=SGC2023tnjthq.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2023tnjthq&date=2023-10-04_09:51:11&anio=2023,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=6.8055&lon=-73.1465&fc=2023-10-04_09:42:57&pf=149.53&mg=3.5&dm=Los_Santos_-_Santander,_Colombia"
SGC2024clkrqm,2024-02-04 13:04:09,2024-02-04T13:04:09.519999Z,6.796333333,-73.125,150.3,-13.811279700088994,-22.672173370440024,150.3,4.1,MLr_3,101,0.7,99.0,0.99,0.99,1.3,"Los Santos - Santander, Colombia",manual,depth120_170_bucaramanga_nest,7,7,BAR2 BRJC CPAM3 CPAMP PAM PDSC VMM10,final_sgc_catalog,catalog_rms_s,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2024clkrqm&file=SGC2024clkrqm.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2024clkrqm&date=2024-02-07_21:43:42&anio=2024,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=6.796333333&lon=-73.125&fc=2024-02-04_13:04:09&pf=150.3&mg=4.1&dm=Los_Santos_-_Santander,_Colombia"
SGC2024bkjqkz,2024-01-20 19:31:45,2024-01-20T19:31:45.280000Z,6.804333333,-73.09916667,150.91,-10.956948930371665,-21.781613370440024,150.91,3.2,MLr_3,99,0.7,66.0,0.849,0.849,1.4,"Los Santos - Santander, Colombia",manual,depth120_170_bucaramanga_nest,6,6,BAR2 BRJC CPAMP PAM PDSC VMM10,final_sgc_catalog,catalog_rms_s,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/download.php?destino=eventos/events/SGC2024bkjqkz&file=SGC2024bkjqkz.xml,https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/fases.php?id_sismo=SGC2024bkjqkz&date=2024-01-20_19:42:36&anio=2024,"https://bdrsnc.sgc.gov.co/paginas1/catalogo/Consulta_Experta_Seiscomp/mapa.php?lat=6.804333333&lon=-73.09916667&fc=2024-01-20_19:31:45&pf=150.91&mg=3.2&dm=Los_Santos_-_Santander,_Colombia"
